name,price,barcode,details
mad-max-fury-roa,£19.99,5051892199797,"Actors,Tom Hardy, Rosie Huntington-Whiteley, Charlize Theron, Nicholas Hoult, Nathan Jones, Zoe Kravitz, Riley Keough, Josh Helman, Megan Gale, Hugh Keays-Byrne,Directed by,George Miller,Additional info,Language(s): 4K: English, French; Blu-ray: English, Castilian Spanish, Italian, Hard of Hearing Subtitles: English, Italian, Subtitles: 4K: Complex Chinese, Castilian Spanish, Danish, Dutch, Finnish, French, Norwegian, Swedish; Blu-ray: Castilian Spanish, Danish, Finnish, Greek, Icelandic, Norwegian, Swedish, Interactive Menu, Screen ratio 1:1.78, Dolby TrueHD, Dolby Digital 5.1,No. of discs,2 disc(s),Duration,120 mins"
yesterda,£19.99,5053083199166,"Actors,Ana de Armas, Lily James, Meera Syal, James Corden, Camilla Rutherford, Joel Fry, Sophia Di Martino, Ed Sheeran, Kate McKinnon, Himesh Patel, Sanjeev Bhaskar,Directed by,Danny Boyle,Additional info,Language(s): English, Disc 1: Czech, Polish (voiceover), French, Hungarian, Disc 2: Spanish, Hard of Hearing Subtitles: English, Subtitles: Disc 1- 4kUHD: Cantonese, Complex Mandarin, Czech, Danish, Dutch, Finnish, French, Greek, Hindi, Hungarian, Korean, Norwegian, Polish, Romanian, Swedish. Disc 2- 2D BD: Arabic, Spanish, Danish, Dutch, Finnish, French, Hindi, Icelandic, Norwegian, Portuguese, Swedish, Interactive Menu, Screen ratio 1:2.39,No. of discs,2 disc(s),Duration,116 mins"
godzilla-king-of-the-monster,£19.99,5051892219891,"Actors,Sally Hawkins, Ziyi Zhang, Thomas Middleditch, Bradley Whitford, Millie Bobby Brown, O'Shea Jackson Jr., Ken Watanabe, Kyle Chandler, Charles Dance, Vera Farmiga,Directed by,Michael Dougherty,Additional info,Language(s): 4K: English, German; Blu-ray: English, Italian; Blu-ray: Italian, 4K: Castilian Spanish, Czech, Hungarian, Italian, Polish; Blu-ray: Castilian Spanish, Polish, 4K: German, Hard of Hearing Subtitles: English, Italian, German (4K), Subtitles: Bulgarian, Castilian Spanish, Croatian, Czech, Danish, Finnish, Hungarian, Norwegian, Polish, Romanian, Slovenian, Swedish, Interactive Menu, Screen ratio 1:1.78, Dolby TrueHD, 5.1 DTS-HD Master Audio, Dolby Digital 5.1, Dolby Digital 2.0,No. of discs,2 disc(s),Duration,132 mins"
the-matrix-(1,£19.99,5051892215077,"Actors,Gloria Foster, Laurence Fishburne, Keanu Reeves, Carrie-Anne Moss, Joe Pantoliano, Paul Goddard, Julian Arahanga, Marcus Chong, Matt Doran, Belinda McClory, David Aston, Hugo Weaving,Directed by,Andy Wachowski, Larry Wachowski, The Wachowskis,Additional info,Language(s): 4K: English, French, Brazilian Portuguese, Castilian Spanish, Czech, Italian, Latin Spanish, Polish, Russian, Blu-ray: English, Blu-ray: German, English, Hard of Hearing Subtitles: English, German, Italian, Subtitles: 4K: English, Arabic, Brazilian Portuguese, Cantonese, Castilian Spanish, Complex Chinese, Croatian, Czech, Danish, Dutch, Finnish, French, Greek, German, Hebrew, Hungarian, Italian, Korean, Latin Spanish, Norwegian, Polish, Portuguese, Romanian, Russian, Swedish. Blu-ray: English, Castilian Spanish, Danish, Finnish, German, Icelandic, Norwegian, Swedish, Interactive Menu, Screen ratio 1:2.40, Dolby Digital 5.1, 5.1 DTS-HD Master Audio, Dolby Digital 5.1, Dolby TrueHD,No. of discs,3 disc(s),Duration,136 mins"
gremlin,£19.99,5051892223980,"Actors,Hoyt Axton, Corey Feldman, Keye Luke, Glynn Turman, Polly Holliday, Dick Miller, Scott Brady, Frances Lee McCain, Phoebe Cates, Zach Galligan, Jackie Joseph, Judge Reinhold,Directed by,Joe Dante,Additional info,Language(s): 4K: English, 4K: Castilian Spanish, French, German, Italian, Russian; Blu-ray: Castilian Spanish, 4K: Czech, Hungarian, Latin Spanish; Blu-ray: Latin Spanish, Blu-ray: Brazilian Portuguese, Hard of Hearing Subtitles: English, German, Italian, Subtitles: 4K: Castilian Spanish, Complex Chinese, Czech, Danish, Dutch, Finnish, French, German, Hungarian, Latin Spanish, Norwegian, Russian, Swedish, Thai; Blu-ray: Brazilian Portuguese, Castilian Spanish, Danish, Dutch, Finnish, French, Latin Spanish, Norwegian, Portuguese, Swedish, Interactive Menu, Screen ratio 1:1.78, 5.1 DTS-HD Master Audio, Dolby Digital 5.1, Dolby Digital 2.0, Dolby Mono,No. of discs,2 disc(s),Duration,106 mins"
the-great-wal,£19.99,5053083110666,"Actors,Willem Dafoe, Pedro Pascal, Matt Damon, Hanyu Zhang, Tian Jing, Numan Acar, Han Lu, Kenny Lin, Eddie Peng, Jing Tian, Andy Lau,Directed by,Yimou Zhang, Zhang Yimou,Additional info,Language(s): English, Disc 1: French, Brazilian Portuguese, Czech, Latin American Spanish, Polish;, Disc 2: French, German, Italian, Spanish, Hard of Hearing Subtitles: English, Subtitles: Disc 1: English, French Brazilian Portuguese, Czech, Latin American Spanish, Polish;                                                                                       Disc 2: Arabic, Spanish, Danish, Dutch, Finnish, French, German, Hindi, Icelandic, Italian, Norwegian, Portuguese, Swedish, Interactive Menu, Screen ratio 1:2.40,No. of discs,2 disc(s),Duration,103 mins"
shaft-(2019,£19.99,5051892228237,"Actors,Samuel L. Jackson, Richard Roundtree, Alexandra Shipp, Isaach De Bankole, Avan Jogia, Matt Lauria, Titus Welliver, Regina Hall, Method Man, Jessie T. Usher,Directed by,Tim Story,Additional info,Language(s): English, Latin Spanish, Hard of Hearing Subtitles: English, Subtitles: Latin Spanish, French, Interactive Menu, Screen ratio 1:1.78, Dolby TrueHD, Dolby Digital 5.1,No. of discs,2 disc(s),Duration,111 mins"
godzilla-(1,£19.99,5051892233187,"Actors,Sally Hawkins, Aaron Taylor-Johnson, Elizabeth Olsen, Ken Watanabe, Bryan Cranston, Victor Rasuk, CJ Adams, Anthony Konechny, David Strathairn, Juliette Binoche,Directed by,Gareth Edwards,Additional info,Language(s): 4K: English, Blu-ray: English, Hard of Hearing Subtitles: 4K: English, German, Italian; Blu-ray: English, German, Subtitles: 4K: Castilian Spanish, Complex Chinese, Czech, Danish, Dutch, Finnish, Hungarian, Korean, Latin Spanish, Norwegian, Parisian French, Polish, Romanian, Swedish, Thai; Blu-ray: Castilian Spanish, Portugese, Interactive Menu, Screen ratio 1:2.40, Dolby TrueHD, 5.1 DTS-HD Master Audio,No. of discs,2 disc(s),Duration,123 mins"
spli,£19.99,5053083121440,"Actors,Sterling K. Brown, Haley Lu Richardson, Anya Taylor-Joy, Betty Buckley, Kim Director, James McAvoy, Brad William Henke, Sebastian Arcelus, Jessica Sula, Lyne Renee,Directed by,M. Night Shyamalan,Additional info,Language(s): English, Hard of Hearing Subtitles: English, Interactive Menu,No. of discs,2 disc(s),Duration,117 mins"
tenet-(1,£19.99,5051892226820,"Actors,Clemence Poesy, Aaron Taylor-Johnson, Elizabeth Debicki, Michael Caine, Kenneth Branagh, Robert Pattinson, Denzil Smith, John David Washington, Himesh Patel, Dimple Kapadia,Directed by,Christopher Nolan,Additional info,Language(s): English, Hard of Hearing Subtitles: English, Interactive Menu, Screen ratio 1:1.78, 5.1 DTS-HD Master Audio, Dolby Digital 5.1,No. of discs,3 disc(s),Duration,150 mins"
the-me,£19.99,5051892211901,"Actors,Jason Statham, Cliff Curtis, Page Kennedy, Rainn Wilson, Masi Oka, Robert Taylor, Jessica McNamee, Ruby Rose, Rob Kipa-Williams, Li Bingbing, Winston Chao, Olafur Darri Olafsson,Directed by,Jon Turteltaub,Additional info,Language(s): English, 4K: Castilian Spanish, Czech, French, German, Hungarian, Italian, Latin Spanish, Polish, Russian, Thai; Blu-ray: Castilian Spanish, Hard of Hearing Subtitles: English, German, Italian, Subtitles: 4K: Arabic, Castilian Spanish, Chinese, Czech, Danish, Dutch, Finnish, French, Hungarian, Korean, Latin Spanish, Norwegian, Polish, Russian, Swedish, Thai; Blu-ray: Castilian Spanish, Danish, Dutch, Finish, French, Greek, Norwegian, Swedish, Interactive Menu, Screen ratio 1:2.39, Dolby TrueHD, 5.1 DTS-HD Master Audio, Dolby Digital 5.1,No. of discs,2 disc(s),Duration,138 mins"
jurassic-worl,£19.99,5053083113766,"Actors,Chris Pratt, Bryce Dallas Howard, Jake Johnson, Vincent D'Onofrio, Judy Greer, Ty Simpkins, Irrfan Khan, Omar Sy, BD Wong, Nick Robinson, Bryce Dallas Howard, Nick Robinson, Vincent D&#39;Onofrio,Directed by,Colin Trevorrow,Additional info,Language(s): BD: English, Spanish, French, German, Hindi, Italian, 4K: English, Czech, Polish, Russian, Hard of Hearing Subtitles: English, Subtitles: BD: Arabic, Spanish, Danish, Dutch, Finnish, French, German, Hindi, Icelandic, Italian, Norwegian, Portuguese, Swedish, 4K: Cantonese, Complex Mandarin, Czech, Danish, Dutch, Finnish, French, Greek, Korean, Norwegian, Polish, Romanian, Russian, Swedish, Interactive Menu, Screen ratio 1:1.85,No. of discs,2 disc(s),Duration,124 mins"
the-mumm,£19.99,5053083125646,"Actors,Javier Botet, Annabelle Wallis, Selva Rasalingam, Jake Johnson, Sofia Boutella, Marwan Kenzari, Courtney B. Vance, Tom Cruise, Russell Crowe, Dylan Smith,Directed by,Alex Kurtzman,Additional info,Language(s): English, Hard of Hearing Subtitles: English, Interactive Menu, Screen ratio 1:2.40,No. of discs,2 disc(s),Duration,110 mins"
blade-(1,£19.99,5051892229753,"Actors,Tim Guinee, Udo Kier, Kris Kristofferson, Wesley Snipes, Traci Lords, Stephen Dorff, Donal Logue, N'Bushe Wright, Kevin Patrick Walls, Arly Jover,Directed by,Stephen Norrington,Additional info,Language(s): 4K: English, Blu-ray: English, 4K: Italian, German, French, Polish; Blu-ray: Castilian Spanish, Italian, Russian, Blu-ray: Czech, Latin Spanish, Brazilian Portuguese, Hard of Hearing Subtitles: English, Italian, German, Subtitles: 4K: Czech, French, Latin Spanish, Polish; Blu-ray: Brazilian Portuguese, Castilian Spanish, Czech, Dutch, Latin Spanish, Russian, Interactive Menu, Screen ratio 1:1.78, Dolby TrueHD, 6.1 DTS ES, Dolby Digital 5.1, Dolby Digital 2.0,No. of discs,2 disc(s),Duration,120 mins"
jurassic-world-fallen-kingdo,£19.99,5053083166779,"Actors,Chris Pratt, Jeff Goldblum, Bryce Dallas Howard, James Cromwell, Geraldine Chaplin, Toby Jones, Rafe Spall, Robert Emms, Justice Smith, Daniella Pineda, BD Wong, Bryce Dallas Howard, Isabella Sermon, Ted Levine,Directed by,J.A. Bayona,Additional info,Language(s): English, Czech, French, Polish, Hard of Hearing Subtitles: English, Subtitles: Cantonese, Complex Mandarin, Czech, Danish, Dutch, Finnish, French, Greek, Korean, Norwegian, Polish, Romanian, Simplified Mandarin, Swedish, Interactive Menu, Screen ratio 1:2.39,No. of discs,2 disc(s),Duration,123 mins"
30,£19.99,5051892229746,"Actors,Lena Headey, David Wenham, Dominic West, Gerard Butler, Michael Fassbender, Andrew Pleavin, Vincent Regan, Andrew Tiernan, Tom Wisdom, Rodrigo Santoro,Directed by,Zack Snyder,Additional info,Language(s): English, 4K: Canadian French, German, Italian, Latin Spanish, Parisian French, Thai; Blu-ray: English, French, Spanish, Hard of Hearing Subtitles: English, German, Italian, Subtitles: 4K: Complex Chinese, Danish, Dutch, Finnish, Korean, Latin Spanish, Norwegian, Parisian French, Swedish, Thai; Blu-ray: Danish, Dutch, Finnish, French, Norwegian, Portuguese, Spanish, Swedish, Interactive Menu, Screen ratio 1:1.78, Dolby TrueHD, Dolby Digital 5.1, Dolby Digital 2.0,No. of discs,2 disc(s),Duration,111 mins"
tomb-raide,£19.99,5051892212069,"Actors,Dominic West, Walton Goggins, Derek Jacobi, Kristin Scott Thomas, Alicia Vikander, Hannah John-Kamen, Emily Carey, Antonio Aakeel, Nick Frost, Daniel Wu,Directed by,Roar Uthaug,Additional info,Language(s): English, 4K: English, 4K: Castilian Spanish, Czech, Polish, Hungarian, Russian, Thai, Turkish, Blu-ray: Castilian Spanish, Italian, Hard of Hearing Subtitles: 4K: English, Blu-ray: English Italian, Subtitles: 4K: Arabic, Cantonese, Castilian Spanish, Complex Chinese, Czech, Danish, Finnish, Korean, Norwegian, Polish, Swedish. Blu-ray: Castilian Spanish, Danish, Finnish, Greek, Norwegian, Swedish, Interactive Menu, Screen ratio 1:1.78, Dolby TrueHD, 5.1 DTS-HD Master Audio, Dolby Digital 5.1, Dolby Digital 5.1,No. of discs,2 disc(s),Duration,118 mins"
sherlock-holmes-a-game-of-shadow,£19.99,5051892228008,"Actors,Rachel McAdams, Stephen Fry, Jared Harris, Robert Downey Jr, Jude Law, Gilles Lellouche, Affif Ben Badra, Noomi Rapace, Kelly Reilly, Geraldine James, William Houston, Eddie Marsan,Directed by,Guy Ritchie,Additional info,Language(s): English, 4K: Canadian French, Castilian Spanish, Czech, Hungarian, Latin Spanish, Parisian French, Polish, Thai; Blu-ray: Castilian Spanish, French, German, Italian, Turkish, Hard of Hearing Subtitles: 4K: English, German; Blu-ray: English, German, Italian, Subtitles: 4K: Arabic, Canadian French, Cantonese, Castillian Spanish, Complex Chinese, Czech, Danish, Dutch, Finnish, Hungarian, Korean, Latin Spanish, Norwegian, Parisian French, Polish, Romanian, Simplified Chinese, Swedish, Thai; Blu-ray: Castillian Spanish, Danish, Dutch, Finnish, French, Icelandic, Norwegian, Polish, Portuguese, Swedish, Turkish, Interactive Menu, Screen ratio 1:1.78, 5.1 DTS-HD Master Audio, Dolby Digital 5.1,No. of discs,2 disc(s),Duration,129 mins"
arg,£19.99,5051892203173,"Actors,John Goodman, Ben Affleck, Rory Cochrane, Kyle Chandler, Bryan Cranston, Clea DuVall, Tom Lenk, Alan Arkin, Michael Cassidy, Victor Garber, Taylor Schilling, Titus Welliver,Directed by,Ben Affleck,Additional info,Language(s): English, Brazilian Portuguese, Castilian Spanish, Czech, French, German, Hungarian, Italian, Latin Spanish, Mandarin, Polish, Thai, Turkish, Hard of Hearing Subtitles: English, German, Italian, Subtitles: Arabic, Brazilian Portuguese, Castilian Spanish, Cantonese, Chinese, Czech, Danish, Dutch, Finnish, French, Hebrew,, Korean, Norwegian, Polish, Portuguese, Swedish, Russian, Interactive Menu, Screen ratio 1:2.40, 5.1 DTS-HD Master Audio,No. of discs,2 disc(s),Duration,120 mins"
a-star-is-bor,£19.99,5051892219228,"Actors,Sam Elliott, Bradley Cooper, Bonnie Somerville, Rafi Gavron, Lady Gaga, Andrew Dice Clay, Rebecca Field, Anthony Ramos, Dave Chappelle, Michael Harney,Directed by,Bradley Cooper,Additional info,Language(s): English, 4K: Castilian Spanish, Czech, German, Italian, Latin Spanish, Polish; Blu-ray: Castilian Spanish, Hard of Hearing Subtitles: English, German, Italian, Subtitles: 4K: Arabic, Castilian Spanish, Czech, Danish, Finnish, Latin Spanish, Polish, Norwegian, Swedish; Blu-ray: Castilian Spanish, Danish, Finnish, Greek, Norwegian, Swedish, Interactive Menu, Screen ratio 1:1.78, 5.1 DTS-HD Master Audio, Dolby Digital 5.1, Dolby TrueHD,No. of discs,2 disc(s),Duration,136 mins"
fantastic-beasts-and-where-to-find-the,£19.99,5051892204149,"Actors,Ezra Miller, Jon Voight, Ron Perlman, Colin Farrell, Eddie Redmayne, Dan Fogler, Katherine Waterston, Alison Sudol, Samantha Morton, Carmen Ejogo,Directed by,David Yates,Additional info,Language(s): English, Castilian Spanish, Catalan (4K Blu-ray), Catalan, Czech, French, Slovakian, Russian, Hard of Hearing Subtitles: English, Subtitles: 4K Blu-ray: Castilian Spanish, Croatian, Danish, Finnish, Greek, Norwegian, Slovakian, Swedish. Blu-ray: Castilian Spanish, Czech, Danish, Dutch, Estonian , Finnish, Greek, Icelandic, Latvian, Lithuanian, Norwegian, Slovakian, Swedish, Russian, Interactive Menu, Screen ratio 1:1.78, 5.1 DTS-HD Master Audio, Dolby Digital 5.1,No. of discs,2 disc(s),Duration,133 mins"
